region,sector,Year,co2.emiss,scenario
China,natural gas,1990,0.1062643,GCAM-China-ref
AH,oil refining,1990,0.149206,GCAM-China-ref
BJ,oil refining,1990,0.379933,GCAM-China-ref
CQ,oil refining,1990,0,GCAM-China-ref
FJ,oil refining,1990,0,GCAM-China-ref
GD,oil refining,1990,0.502208,GCAM-China-ref
GS,oil refining,1990,0.235632,GCAM-China-ref
GX,oil refining,1990,0.00329754,GCAM-China-ref
HA,oil refining,1990,0.117694,GCAM-China-ref
HB,oil refining,1990,0.289914,GCAM-China-ref
HE,oil refining,1990,0.156812,GCAM-China-ref
HI,oil refining,1990,0,GCAM-China-ref
HL,oil refining,1990,0.504861,GCAM-China-ref
HN,oil refining,1990,0.185938,GCAM-China-ref
JL,oil refining,1990,0.239963,GCAM-China-ref
JS,oil refining,1990,0.469657,GCAM-China-ref
JX,oil refining,1990,0.0900429,GCAM-China-ref
LN,oil refining,1990,1.35356,GCAM-China-ref
NM,oil refining,1990,0,GCAM-China-ref
NX,oil refining,1990,0.0058095,GCAM-China-ref
QH,oil refining,1990,0.00887074,GCAM-China-ref
SC,oil refining,1990,0.00908559,GCAM-China-ref
SD,oil refining,1990,0.551235,GCAM-China-ref
SH,oil refining,1990,0.468896,GCAM-China-ref
SN,oil refining,1990,0.0337821,GCAM-China-ref
TJ,oil refining,1990,0.209096,GCAM-China-ref
XJ,oil refining,1990,0.269542,GCAM-China-ref
ZJ,oil refining,1990,0.140313,GCAM-China-ref
AH,other industrial energy use,1990,8.666206,GCAM-China-ref
BJ,other industrial energy use,1990,6.8527321,GCAM-China-ref
CQ,other industrial energy use,1990,3.8378936,GCAM-China-ref
FJ,other industrial energy use,1990,3.7706552,GCAM-China-ref
GD,other industrial energy use,1990,9.805079,GCAM-China-ref
GS,other industrial energy use,1990,4.32658436,GCAM-China-ref
GX,other industrial energy use,1990,4.859887,GCAM-China-ref
GZ,other industrial energy use,1990,4.3573872,GCAM-China-ref
HA,other industrial energy use,1990,11.864561,GCAM-China-ref
HB,other industrial energy use,1990,11.06820418,GCAM-China-ref
HE,other industrial energy use,1990,16.082133,GCAM-China-ref
HI,other industrial energy use,1990,0.2093644,GCAM-China-ref
HL,other industrial energy use,1990,12.181007,GCAM-China-ref
HN,other industrial energy use,1990,10.79113678,GCAM-China-ref
JL,other industrial energy use,1990,8.7554033,GCAM-China-ref
JS,other industrial energy use,1990,15.56648298,GCAM-China-ref
JX,other industrial energy use,1990,5.366731,GCAM-China-ref
LN,other industrial energy use,1990,19.588087,GCAM-China-ref
NM,other industrial energy use,1990,6.820871,GCAM-China-ref
NX,other industrial energy use,1990,1.5307129,GCAM-China-ref
QH,other industrial energy use,1990,1.10829865,GCAM-China-ref
SC,other industrial energy use,1990,13.533109,GCAM-China-ref
SD,other industrial energy use,1990,18.321462,GCAM-China-ref
SH,other industrial energy use,1990,8.0032715,GCAM-China-ref
SN,other industrial energy use,1990,5.3955605,GCAM-China-ref
SX,other industrial energy use,1990,13.9918582,GCAM-China-ref
TJ,other industrial energy use,1990,5.6771535,GCAM-China-ref
XJ,other industrial energy use,1990,4.262991,GCAM-China-ref
XZ,other industrial energy use,1990,0.2667493,GCAM-China-ref
YN,other industrial energy use,1990,4.5560966,GCAM-China-ref
ZJ,other industrial energy use,1990,7.152108,GCAM-China-ref
AH,other industrial feedstocks,1990,0.758905,GCAM-China-ref
BJ,other industrial feedstocks,1990,0,GCAM-China-ref
CQ,other industrial feedstocks,1990,0.880959,GCAM-China-ref
FJ,other industrial feedstocks,1990,0.283445,GCAM-China-ref
GD,other industrial feedstocks,1990,0.330832,GCAM-China-ref
GS,other industrial feedstocks,1990,0.197158,GCAM-China-ref
GX,other industrial feedstocks,1990,2.21753,GCAM-China-ref
GZ,other industrial feedstocks,1990,0.2214324,GCAM-China-ref
HA,other industrial feedstocks,1990,3.695098,GCAM-China-ref
HB,other industrial feedstocks,1990,0.499148,GCAM-China-ref
HE,other industrial feedstocks,1990,0.1693289,GCAM-China-ref
HI,other industrial feedstocks,1990,0.0983123,GCAM-China-ref
HL,other industrial feedstocks,1990,0.146198,GCAM-China-ref
HN,other industrial feedstocks,1990,1.15023,GCAM-China-ref
JL,other industrial feedstocks,1990,0.208187,GCAM-China-ref
JS,other industrial feedstocks,1990,0.72102106,GCAM-China-ref
JX,other industrial feedstocks,1990,0.280865,GCAM-China-ref
LN,other industrial feedstocks,1990,0.262552,GCAM-China-ref
NM,other industrial feedstocks,1990,0.0717223,GCAM-China-ref
NX,other industrial feedstocks,1990,0.117292,GCAM-China-ref
QH,other industrial feedstocks,1990,0.0121021,GCAM-China-ref
SC,other industrial feedstocks,1990,0.992287,GCAM-China-ref
SD,other industrial feedstocks,1990,0.689223,GCAM-China-ref
SH,other industrial feedstocks,1990,0.483923,GCAM-China-ref
SN,other industrial feedstocks,1990,0.532257,GCAM-China-ref
SX,other industrial feedstocks,1990,0.868593,GCAM-China-ref
TJ,other industrial feedstocks,1990,0.11388688,GCAM-China-ref
XJ,other industrial feedstocks,1990,0.0360387,GCAM-China-ref
YN,other industrial feedstocks,1990,0.541382,GCAM-China-ref
ZJ,other industrial feedstocks,1990,0.330636,GCAM-China-ref
AH,peak generation,1990,0.0375032,GCAM-China-ref
BJ,peak generation,1990,0.0150059,GCAM-China-ref
CQ,peak generation,1990,0,GCAM-China-ref
FJ,peak generation,1990,0.0141406,GCAM-China-ref
GD,peak generation,1990,0.103065,GCAM-China-ref
GS,peak generation,1990,0.0230972,GCAM-China-ref
GX,peak generation,1990,0.0139011,GCAM-China-ref
GZ,peak generation,1990,0.0218019,GCAM-China-ref
HA,peak generation,1990,0.084198,GCAM-China-ref
HB,peak generation,1990,0.032664,GCAM-China-ref
HE,peak generation,1990,0.0625012,GCAM-China-ref
HI,peak generation,1990,0.00365229,GCAM-China-ref
HL,peak generation,1990,0.0527458,GCAM-China-ref
HN,peak generation,1990,0.0268334,GCAM-China-ref
JL,peak generation,1990,0.0280168,GCAM-China-ref
JS,peak generation,1990,0.082794,GCAM-China-ref
JX,peak generation,1990,0.0205745,GCAM-China-ref
LN,peak generation,1990,0.0683841,GCAM-China-ref
NM,peak generation,1990,0.0301701,GCAM-China-ref
NX,peak generation,1990,0.0145941,GCAM-China-ref
QH,peak generation,1990,0.00267294,GCAM-China-ref
SC,peak generation,1990,0.056815,GCAM-China-ref
SD,peak generation,1990,0.0789042,GCAM-China-ref
SH,peak generation,1990,0.0525939,GCAM-China-ref
SN,peak generation,1990,0.03147,GCAM-China-ref
SX,peak generation,1990,0.0524134,GCAM-China-ref
TJ,peak generation,1990,0.0156672,GCAM-China-ref
XJ,peak generation,1990,0.0141843,GCAM-China-ref
XZ,peak generation,1990,0.000279,GCAM-China-ref
YN,peak generation,1990,0.0130625,GCAM-China-ref
ZJ,peak generation,1990,0.0365717,GCAM-China-ref
AH,process heat cement,1990,1.2191617,GCAM-China-ref
BJ,process heat cement,1990,0.6374637,GCAM-China-ref
CQ,process heat cement,1990,0.651209,GCAM-China-ref
FJ,process heat cement,1990,0.3796402,GCAM-China-ref
GD,process heat cement,1990,0.9457273,GCAM-China-ref
GS,process heat cement,1990,0.3853944,GCAM-China-ref
GX,process heat cement,1990,0.6160692,GCAM-China-ref
GZ,process heat cement,1990,0.6950762,GCAM-China-ref
HA,process heat cement,1990,1.1071642,GCAM-China-ref
HB,process heat cement,1990,1.3836387,GCAM-China-ref
HE,process heat cement,1990,1.8923707,GCAM-China-ref
HI,process heat cement,1990,0.0215658,GCAM-China-ref
HL,process heat cement,1990,0.7615468,GCAM-China-ref
HN,process heat cement,1990,1.1462989,GCAM-China-ref
JL,process heat cement,1990,0.9096003,GCAM-China-ref
JS,process heat cement,1990,1.4407513,GCAM-China-ref
JX,process heat cement,1990,0.5226372,GCAM-China-ref
LN,process heat cement,1990,2.640388,GCAM-China-ref
NM,process heat cement,1990,0.7811153,GCAM-China-ref
NX,process heat cement,1990,0.11537559,GCAM-China-ref
QH,process heat cement,1990,0.06971657,GCAM-China-ref
SC,process heat cement,1990,1.1607733,GCAM-China-ref
SD,process heat cement,1990,1.392654,GCAM-China-ref
SH,process heat cement,1990,0.7388764,GCAM-China-ref
SN,process heat cement,1990,0.5939876,GCAM-China-ref
SX,process heat cement,1990,1.5475721,GCAM-China-ref
TJ,process heat cement,1990,0.3801872,GCAM-China-ref
XJ,process heat cement,1990,0.15120875,GCAM-China-ref
XZ,process heat cement,1990,0.0149296,GCAM-China-ref
YN,process heat cement,1990,0.5846442,GCAM-China-ref
ZJ,process heat cement,1990,0.8338918,GCAM-China-ref
China,regional biomass,1990,-0.0161966,GCAM-China-ref
China,regional biomassOil,1990,0,GCAM-China-ref
China,regional corn for ethanol,1990,0,GCAM-China-ref
China,regional sugar for ethanol,1990,0,GCAM-China-ref
AH,resid_rural heating,1990,0.1291646,GCAM-China-ref
BJ,resid_rural heating,1990,1.005964,GCAM-China-ref
CQ,resid_rural heating,1990,0.15039614,GCAM-China-ref
FJ,resid_rural heating,1990,0.0174295,GCAM-China-ref
GD,resid_rural heating,1990,0.0834615,GCAM-China-ref
GS,resid_rural heating,1990,1.6464615,GCAM-China-ref
GX,resid_rural heating,1990,0.0177172,GCAM-China-ref
GZ,resid_rural heating,1990,0.4224304,GCAM-China-ref
HA,resid_rural heating,1990,6.6837794,GCAM-China-ref
HB,resid_rural heating,1990,0.1740214,GCAM-China-ref
HE,resid_rural heating,1990,4.5514835,GCAM-China-ref
HI,resid_rural heating,1990,0,GCAM-China-ref
HL,resid_rural heating,1990,0.369021,GCAM-China-ref
HN,resid_rural heating,1990,0.3308507,GCAM-China-ref
JL,resid_rural heating,1990,0.254368,GCAM-China-ref
JS,resid_rural heating,1990,0.1965192,GCAM-China-ref
JX,resid_rural heating,1990,0.1447687,GCAM-China-ref
LN,resid_rural heating,1990,1.0479576,GCAM-China-ref
NM,resid_rural heating,1990,0.88898208,GCAM-China-ref
NX,resid_rural heating,1990,0.27741241,GCAM-China-ref
QH,resid_rural heating,1990,0.188898,GCAM-China-ref
SC,resid_rural heating,1990,0.9546832,GCAM-China-ref
SD,resid_rural heating,1990,1.0173344,GCAM-China-ref
SH,resid_rural heating,1990,0.04351875,GCAM-China-ref
SN,resid_rural heating,1990,2.1741261,GCAM-China-ref
SX,resid_rural heating,1990,4.25887628,GCAM-China-ref
TJ,resid_rural heating,1990,0.46521975,GCAM-China-ref
XJ,resid_rural heating,1990,1.4876344,GCAM-China-ref
XZ,resid_rural heating,1990,0.15155422,GCAM-China-ref
YN,resid_rural heating,1990,0.2900348,GCAM-China-ref
ZJ,resid_rural heating,1990,0.0485761,GCAM-China-ref
AH,resid_rural hot water_cooking,1990,0.650728,GCAM-China-ref
BJ,resid_rural hot water_cooking,1990,0.112053,GCAM-China-ref
CQ,resid_rural hot water_cooking,1990,0.99548916,GCAM-China-ref
FJ,resid_rural hot water_cooking,1990,0.4776673,GCAM-China-ref
GD,resid_rural hot water_cooking,1990,0.7467937,GCAM-China-ref
GS,resid_rural hot water_cooking,1990,0.1948955,GCAM-China-ref
GX,resid_rural hot water_cooking,1990,0.0318543,GCAM-China-ref
GZ,resid_rural hot water_cooking,1990,2.8498434,GCAM-China-ref
HA,resid_rural hot water_cooking,1990,0.7850054,GCAM-China-ref
HB,resid_rural hot water_cooking,1990,1.0233073,GCAM-China-ref
HE,resid_rural hot water_cooking,1990,0.5210735,GCAM-China-ref
HI,resid_rural hot water_cooking,1990,0,GCAM-China-ref
HL,resid_rural hot water_cooking,1990,0.184513,GCAM-China-ref
HN,resid_rural hot water_cooking,1990,2.0486508,GCAM-China-ref
JL,resid_rural hot water_cooking,1990,0.127294,GCAM-China-ref
JS,resid_rural hot water_cooking,1990,0.997233,GCAM-China-ref
JX,resid_rural hot water_cooking,1990,0.8289617,GCAM-China-ref
LN,resid_rural hot water_cooking,1990,0.5355546,GCAM-China-ref
NM,resid_rural hot water_cooking,1990,0.44836008,GCAM-China-ref
NX,resid_rural hot water_cooking,1990,0.1392834,GCAM-China-ref
QH,resid_rural hot water_cooking,1990,0.0946671,GCAM-China-ref
SC,resid_rural hot water_cooking,1990,6.3356472,GCAM-China-ref
SD,resid_rural hot water_cooking,1990,0.1675504,GCAM-China-ref
SH,resid_rural hot water_cooking,1990,0.28336868,GCAM-China-ref
SN,resid_rural hot water_cooking,1990,0.2514072,GCAM-China-ref
SX,resid_rural hot water_cooking,1990,0.47667928,GCAM-China-ref
TJ,resid_rural hot water_cooking,1990,0.0670931,GCAM-China-ref
XJ,resid_rural hot water_cooking,1990,0.7459104,GCAM-China-ref
XZ,resid_rural hot water_cooking,1990,0.056521,GCAM-China-ref
YN,resid_rural hot water_cooking,1990,1.8531978,GCAM-China-ref
ZJ,resid_rural hot water_cooking,1990,0.1846736,GCAM-China-ref
AH,resid_urban heating,1990,0.2236701,GCAM-China-ref
BJ,resid_urban heating,1990,1.53759696,GCAM-China-ref
CQ,resid_urban heating,1990,0.1836051,GCAM-China-ref
FJ,resid_urban heating,1990,0.000138,GCAM-China-ref
GD,resid_urban heating,1990,0.000276,GCAM-China-ref
GS,resid_urban heating,1990,0.8857846,GCAM-China-ref
GX,resid_urban heating,1990,6.33E-05,GCAM-China-ref
GZ,resid_urban heating,1990,0.17350899,GCAM-China-ref
HA,resid_urban heating,1990,1.9429684,GCAM-China-ref
HB,resid_urban heating,1990,0.2587766,GCAM-China-ref
HE,resid_urban heating,1990,4.42750686,GCAM-China-ref
HI,resid_urban heating,1990,0,GCAM-China-ref
HL,resid_urban heating,1990,4.5657358,GCAM-China-ref
HN,resid_urban heating,1990,0.2706301,GCAM-China-ref
JL,resid_urban heating,1990,2.62369756,GCAM-China-ref
JS,resid_urban heating,1990,0.41011629,GCAM-China-ref
JX,resid_urban heating,1990,0.151997,GCAM-China-ref
LN,resid_urban heating,1990,3.065787,GCAM-China-ref
NM,resid_urban heating,1990,1.70818595,GCAM-China-ref
NX,resid_urban heating,1990,0.183075,GCAM-China-ref
QH,resid_urban heating,1990,0.3701312,GCAM-China-ref
SC,resid_urban heating,1990,0.9077491,GCAM-China-ref
SD,resid_urban heating,1990,3.1999548,GCAM-China-ref
SH,resid_urban heating,1990,0.2065104,GCAM-China-ref
SN,resid_urban heating,1990,1.4342536,GCAM-China-ref
SX,resid_urban heating,1990,0.99456701,GCAM-China-ref
TJ,resid_urban heating,1990,0.8740836,GCAM-China-ref
XJ,resid_urban heating,1990,1.08272634,GCAM-China-ref
XZ,resid_urban heating,1990,0.1069717,GCAM-China-ref
YN,resid_urban heating,1990,0.1303294,GCAM-China-ref
ZJ,resid_urban heating,1990,0.167451,GCAM-China-ref
AH,resid_urban hot water_cooking,1990,1.4962288,GCAM-China-ref
BJ,resid_urban hot water_cooking,1990,0.34875254,GCAM-China-ref
CQ,resid_urban hot water_cooking,1990,0.2561196,GCAM-China-ref
FJ,resid_urban hot water_cooking,1990,0.8635659,GCAM-China-ref
GD,resid_urban hot water_cooking,1990,1.963956,GCAM-China-ref
GS,resid_urban hot water_cooking,1990,0.1221939,GCAM-China-ref
GX,resid_urban hot water_cooking,1990,0.4096333,GCAM-China-ref
GZ,resid_urban hot water_cooking,1990,1.206218,GCAM-China-ref
HA,resid_urban hot water_cooking,1990,0.3927449,GCAM-China-ref
HB,resid_urban hot water_cooking,1990,1.681902,GCAM-China-ref
HE,resid_urban hot water_cooking,1990,0.6239186,GCAM-China-ref
HI,resid_urban hot water_cooking,1990,0,GCAM-China-ref
HL,resid_urban hot water_cooking,1990,2.3411753,GCAM-China-ref
HN,resid_urban hot water_cooking,1990,1.8175645,GCAM-China-ref
JL,resid_urban hot water_cooking,1990,1.34422412,GCAM-China-ref
JS,resid_urban hot water_cooking,1990,2.63520224,GCAM-China-ref
JX,resid_urban hot water_cooking,1990,0.9930804,GCAM-China-ref
LN,resid_urban hot water_cooking,1990,1.6505898,GCAM-China-ref
NM,resid_urban hot water_cooking,1990,0.85866336,GCAM-China-ref
NX,resid_urban hot water_cooking,1990,0.09293928,GCAM-China-ref
QH,resid_urban hot water_cooking,1990,0.18414594,GCAM-China-ref
SC,resid_urban hot water_cooking,1990,5.4189179,GCAM-China-ref
SD,resid_urban hot water_cooking,1990,0.672184,GCAM-China-ref
SH,resid_urban hot water_cooking,1990,1.1334254,GCAM-China-ref
SN,resid_urban hot water_cooking,1990,0.2082946,GCAM-China-ref
SX,resid_urban hot water_cooking,1990,0.1654104,GCAM-China-ref
TJ,resid_urban hot water_cooking,1990,0.1639187,GCAM-China-ref
XJ,resid_urban hot water_cooking,1990,0.57333366,GCAM-China-ref
XZ,resid_urban hot water_cooking,1990,0.18656166,GCAM-China-ref
YN,resid_urban hot water_cooking,1990,0.9106295,GCAM-China-ref
ZJ,resid_urban hot water_cooking,1990,1.0677294,GCAM-China-ref
AH,subpeak generation,1990,0.217668,GCAM-China-ref
BJ,subpeak generation,1990,0.1537589,GCAM-China-ref
CQ,subpeak generation,1990,0,GCAM-China-ref
FJ,subpeak generation,1990,0.08419186,GCAM-China-ref
GD,subpeak generation,1990,0.742077,GCAM-China-ref
GS,subpeak generation,1990,0.15465624,GCAM-China-ref
GX,subpeak generation,1990,0.100069,GCAM-China-ref
GZ,subpeak generation,1990,0.156999,GCAM-China-ref
HA,subpeak generation,1990,0.56901814,GCAM-China-ref
HB,subpeak generation,1990,0.2429463,GCAM-China-ref
HE,subpeak generation,1990,0.34857667,GCAM-China-ref
HI,subpeak generation,1990,0.0262845,GCAM-China-ref
HL,subpeak generation,1990,0.29330967,GCAM-China-ref
HN,subpeak generation,1990,0.18627562,GCAM-China-ref
JL,subpeak generation,1990,0.1402161,GCAM-China-ref
JS,subpeak generation,1990,0.4989491,GCAM-China-ref
JX,subpeak generation,1990,0.14589765,GCAM-China-ref
LN,subpeak generation,1990,0.426509,GCAM-China-ref
NM,subpeak generation,1990,0.17304919,GCAM-China-ref
NX,subpeak generation,1990,0.0970475,GCAM-China-ref
QH,subpeak generation,1990,0.02192218,GCAM-China-ref
SC,subpeak generation,1990,0.39557235,GCAM-China-ref
SD,subpeak generation,1990,0.5127372,GCAM-China-ref
SH,subpeak generation,1990,0.422877,GCAM-China-ref
SN,subpeak generation,1990,0.21073009,GCAM-China-ref
SX,subpeak generation,1990,0.288766,GCAM-China-ref
TJ,subpeak generation,1990,0.183727,GCAM-China-ref
XJ,subpeak generation,1990,0.11264093,GCAM-China-ref
XZ,subpeak generation,1990,0.00182554,GCAM-China-ref
YN,subpeak generation,1990,0.0940501,GCAM-China-ref
ZJ,subpeak generation,1990,0.2353306,GCAM-China-ref
AH,trn_aviation_intl,1990,0.00753157,GCAM-China-ref
BJ,trn_aviation_intl,1990,0.519666,GCAM-China-ref
CQ,trn_aviation_intl,1990,0.0768326,GCAM-China-ref
FJ,trn_aviation_intl,1990,0.073346,GCAM-China-ref
GD,trn_aviation_intl,1990,0.228644,GCAM-China-ref
GS,trn_aviation_intl,1990,0.0106222,GCAM-China-ref
GX,trn_aviation_intl,1990,0.0271748,GCAM-China-ref
GZ,trn_aviation_intl,1990,0.00543261,GCAM-China-ref
HA,trn_aviation_intl,1990,0.000247,GCAM-China-ref
HB,trn_aviation_intl,1990,0.0154414,GCAM-China-ref
HE,trn_aviation_intl,1990,0.00135815,GCAM-China-ref
HI,trn_aviation_intl,1990,0.119241,GCAM-China-ref
HL,trn_aviation_intl,1990,0.022336,GCAM-China-ref
HN,trn_aviation_intl,1990,0.00148162,GCAM-China-ref
JL,trn_aviation_intl,1990,0.0117354,GCAM-China-ref
JS,trn_aviation_intl,1990,0.00111121,GCAM-China-ref
JX,trn_aviation_intl,1990,0.00580497,GCAM-China-ref
LN,trn_aviation_intl,1990,0.0557097,GCAM-China-ref
NM,trn_aviation_intl,1990,0.0029652,GCAM-China-ref
NX,trn_aviation_intl,1990,0.000123,GCAM-China-ref
QH,trn_aviation_intl,1990,0.000864,GCAM-China-ref
SC,trn_aviation_intl,1990,0.0906904,GCAM-China-ref
SD,trn_aviation_intl,1990,0.00271826,GCAM-China-ref
SH,trn_aviation_intl,1990,0.226915,GCAM-China-ref
SN,trn_aviation_intl,1990,0.0583045,GCAM-China-ref
SX,trn_aviation_intl,1990,0.0033356,GCAM-China-ref
TJ,trn_aviation_intl,1990,0.0160587,GCAM-China-ref
XJ,trn_aviation_intl,1990,0.0463535,GCAM-China-ref
YN,trn_aviation_intl,1990,0.0181577,GCAM-China-ref
ZJ,trn_aviation_intl,1990,0.0129701,GCAM-China-ref
AH,trn_freight,1990,0.19373132,GCAM-China-ref
BJ,trn_freight,1990,0.1326335,GCAM-China-ref
CQ,trn_freight,1990,0.1154006,GCAM-China-ref
FJ,trn_freight,1990,0.1727301,GCAM-China-ref
GD,trn_freight,1990,0.65720876,GCAM-China-ref
GS,trn_freight,1990,0.4803323,GCAM-China-ref
GX,trn_freight,1990,0.3186167,GCAM-China-ref
GZ,trn_freight,1990,0.0356228,GCAM-China-ref
HA,trn_freight,1990,0.4358531,GCAM-China-ref
HB,trn_freight,1990,0.2891789,GCAM-China-ref
HE,trn_freight,1990,0.2847173,GCAM-China-ref
HI,trn_freight,1990,0.06117026,GCAM-China-ref
HL,trn_freight,1990,1.20880258,GCAM-China-ref
HN,trn_freight,1990,0.21798156,GCAM-China-ref
JL,trn_freight,1990,0.90885416,GCAM-China-ref
JS,trn_freight,1990,0.3664004,GCAM-China-ref
JX,trn_freight,1990,0.1537536,GCAM-China-ref
LN,trn_freight,1990,0.8464195,GCAM-China-ref
NM,trn_freight,1990,0.66027665,GCAM-China-ref
NX,trn_freight,1990,0.19699892,GCAM-China-ref
QH,trn_freight,1990,0.02210769,GCAM-China-ref
SC,trn_freight,1990,0.2522344,GCAM-China-ref
SD,trn_freight,1990,0.5727782,GCAM-China-ref
SH,trn_freight,1990,0.8962181,GCAM-China-ref
SN,trn_freight,1990,0.177278,GCAM-China-ref
SX,trn_freight,1990,0.24856916,GCAM-China-ref
TJ,trn_freight,1990,0.4818761,GCAM-China-ref
XJ,trn_freight,1990,0.1178879,GCAM-China-ref
XZ,trn_freight,1990,0.209444,GCAM-China-ref
YN,trn_freight,1990,0.0417392,GCAM-China-ref
ZJ,trn_freight,1990,0.1371529,GCAM-China-ref
AH,trn_freight_road,1990,0.1162648,GCAM-China-ref
BJ,trn_freight_road,1990,0.1327005,GCAM-China-ref
CQ,trn_freight_road,1990,0.2162658,GCAM-China-ref
FJ,trn_freight_road,1990,0.1031133,GCAM-China-ref
GD,trn_freight_road,1990,0.721803,GCAM-China-ref
GS,trn_freight_road,1990,0.1051036,GCAM-China-ref
GX,trn_freight_road,1990,0.2942103,GCAM-China-ref
GZ,trn_freight_road,1990,0.1297595,GCAM-China-ref
HA,trn_freight_road,1990,0.4290716,GCAM-China-ref
HB,trn_freight_road,1990,0.3282041,GCAM-China-ref
HE,trn_freight_road,1990,0.2623714,GCAM-China-ref
HI,trn_freight_road,1990,0.0891,GCAM-China-ref
HL,trn_freight_road,1990,0.2946391,GCAM-China-ref
HN,trn_freight_road,1990,0.2291819,GCAM-China-ref
JL,trn_freight_road,1990,0.0442054,GCAM-China-ref
JS,trn_freight_road,1990,0.4470786,GCAM-China-ref
